IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.111.147,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.75.152,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.95.146,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.1.92,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.0.48,80,80,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.125.8,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,8,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,8,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.114.163,2086,2086,false,SIN,Asia Pacific,Singapore,8,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.10.1,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.60.54,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.232.148,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.180.24,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.92.26,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.86.200,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.235.164,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.75.152,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.0.48,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.75.152,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.83.71,2082,2082,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.137.192,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.80.110,2052,2052,false,SIN,Asia Pacific,Singapore,9,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,9,0.00
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,9,0.00
47.245.96.80,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.235.164,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.232.148,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.114.163,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.180.24,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.121.38,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.245.84.124,80,80,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.147.58,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.84.173,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.189.92,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.171.205,8880,8880,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,10,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,10,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.144.196,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.132.64,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.86.185,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.6.150,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.120.87,2082,2082,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.189.92,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.147.58,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.11.158,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.11.182,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.150.13,80,80,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.120.87,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.104.11,8080,8080,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.147.58,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
8.219.86.200,2052,2052,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.87.246,8880,8880,false,SIN,Asia Pacific,Singapore,11,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,11,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.167.231,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.95.140,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.189.92,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.232.148,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.170.225,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.95.140,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.86.185,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.80.110,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.169.222,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.113.232,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.245.86.230,80,80,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.132.64,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,12,0.00
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,12,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.96.80,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.121.23,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.4.122,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.158.158,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.75.152,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.125.8,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.121.38,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.191.138,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.167.231,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.126.151,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.102.102,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.86.230,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.95.140,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.4.122,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.104.37,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.83.71,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.167.231,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.103.65,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.245.96.80,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.169.164,8080,8080,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,13,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,13,0.00
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,13,0.00
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.96.80,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.95.13,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.78.188,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.144.208,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.8.82,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.87.30,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.146.249,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.0.48,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.117.48,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.149.107,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.121.38,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.180.24,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.125.8,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.120.87,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.158.158,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.180.24,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.5.223,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.121.38,8880,8880,false,SIN,Asia Pacific,Singapore,14,0.00
47.237.100.206,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,14,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,14,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,14,0.00
8.219.107.135,8080,8080,false,SIN,Asia Pacific,Singapore,14,0.00
